,client_id,Variation,visitor_id,tenure_group,clnt_tenure_mnth,clnt_age,gendr,gendr_num,invalid_sequence,converted,num_invalid_steps,first_invalid_step,last_invalid_step,wrong_steps,invalid_rate
36230,8529788,control,357200369_83042934417,short_tenure,132.0,38.0,F,0.0,True,0,16,start,start,16,0.0
36232,8530290,control,910263028_91380979638,long_tenure,234.0,56.5,M,1.0,True,1,10,start,confirm,10,0.0
36234,8530828,control,519911214_12753276786,short_tenure,102.0,32.0,U,,True,0,6,start,step_3,6,0.0
36236,8531945,test,816605478_54923549554,long_tenure,324.0,71.5,M,1.0,True,1,11,start,confirm,11,0.0
36237,8532134,test,830461888_37310574763,short_tenure,49.0,66.5,U,,True,1,11,start,confirm,11,0.0
36239,8532420,control,174407183_3461391690,short_tenure,109.0,65.5,M,1.0,True,0,7,start,step_1,7,0.0
36244,8533687,control,624671548_78879031374,short_tenure,127.0,66.5,F,0.0,True,1,14,start,confirm,14,0.0
36245,8533714,control,104211700_66786192707,short_tenure,71.0,27.5,U,,True,0,9,start,step_1,9,0.0
36248,8534599,test,530449607_96947630071,long_tenure,321.0,24.0,M,1.0,True,1,17,start,confirm,17,0.0
36249,8534622,control,602256032_20707783346,short_tenure,130.0,56.0,F,0.0,True,0,15,start,start,15,0.0
36250,8534656,test,655532022_46631925105,short_tenure,54.0,66.0,U,,True,1,9,start,confirm,9,0.0
36251,8535041,test,990517354_51707393674,short_tenure,107.0,62.0,F,0.0,True,0,5,start,start,5,0.0
36252,8535461,control,434652706_39274534461,short_tenure,135.0,88.0,F,0.0,True,0,6,start,start,6,0.0
36253,8535521,test,582616947_85059525933,long_tenure,239.0,65.5,F,0.0,True,1,7,start,confirm,7,0.0
36254,8535609,control,142130117_218770376,long_tenure,219.0,42.0,M,1.0,True,0,6,start,start,6,0.0
36257,8535768,test,586642016_87599239314,long_tenure,420.0,78.0,M,1.0,True,0,23,start,start,23,0.0
36258,8536134,control,949061328_37705807974,short_tenure,71.0,70.5,M,1.0,True,1,8,start,confirm,8,0.0
36260,8537109,test,394957384_73455544669,long_tenure,253.0,57.0,M,1.0,True,0,8,start,start,8,0.0
36261,8537308,control,881484660_61262285408,long_tenure,418.0,62.5,F,0.0,True,0,8,start,step_1,8,0.0
36264,8537775,control,272135936_11126144797,short_tenure,87.0,25.5,M,1.0,True,0,7,start,step_1,7,0.0
36267,8538655,test,976248330_3430774437,long_tenure,263.0,68.0,M,1.0,True,0,15,start,step_3,15,0.0
36268,8538953,control,534400649_76607255396,long_tenure,250.0,37.5,M,1.0,True,0,8,start,start,8,0.0
36270,8539397,control,529257092_71873756069,short_tenure,138.0,30.5,M,1.0,True,0,17,start,step_1,17,0.0
36271,8539417,control,979449573_40041276370,long_tenure,141.0,45.0,M,1.0,True,0,5,start,step_2,5,0.0
36277,8540069,control,331832355_8694247702,long_tenure,245.0,55.0,M,1.0,True,1,7,start,confirm,7,0.0
36278,8540533,test,612508957_2665608989,short_tenure,123.0,60.5,M,1.0,True,1,10,start,confirm,10,0.0
36279,8540726,test,642755675_47323272700,short_tenure,90.0,55.0,U,,True,0,7,start,start,7,0.0
36282,8541153,control,159079300_9917790828,long_tenure,327.0,30.5,F,0.0,True,0,7,start,step_1,7,0.0
36283,8541412,test,618912428_31232291715,long_tenure,217.0,57.5,U,,True,1,12,start,confirm,12,0.0
36285,8542739,control,762097654_34555927184,short_tenure,79.0,36.5,U,,True,0,14,start,start,14,0.0
36286,8543146,test,680047333_93720361300,short_tenure,67.0,43.0,U,,True,0,3,start,start,3,0.0
36287,8543746,control,160006905_77664908540,short_tenure,60.0,32.5,U,,True,1,7,start,confirm,7,0.0
36289,8544035,control,814941482_51806645145,short_tenure,82.0,32.5,U,,True,1,8,start,confirm,8,0.0
36290,8544346,control,744370503_69781326780,short_tenure,74.0,20.0,U,,True,1,8,start,confirm,8,0.0
36292,8545681,test,524807659_18512841906,short_tenure,118.0,62.0,F,0.0,True,1,7,start,confirm,7,0.0
36295,8546353,control,60106021_31819789270,long_tenure,151.0,61.5,M,1.0,True,1,9,start,confirm,9,0.0
36298,8546815,test,140395968_66208742678,long_tenure,203.0,52.5,F,0.0,True,1,15,start,confirm,15,0.0
36301,8547760,test,610760093_50231492507,short_tenure,120.0,64.0,F,0.0,True,0,11,start,start,11,0.0
36302,8547781,control,878322574_64646710789,short_tenure,110.0,33.0,M,1.0,True,0,9,start,start,9,0.0
36303,8547881,test,587590800_19011933441,short_tenure,58.0,54.0,U,,True,0,8,start,step_3,8,0.0
36304,8548076,control,673090002_59303936634,short_tenure,62.0,19.5,U,,True,1,10,start,confirm,10,0.0
36305,8548102,test,32455202_23002251093,short_tenure,82.0,51.0,U,,True,0,6,start,start,6,0.0
36306,8548134,test,3592840_4825293492,short_tenure,57.0,21.5,U,,True,1,10,start,confirm,10,0.0
36308,8548477,test,740691029_6055225678,long_tenure,174.0,35.5,M,1.0,True,1,13,start,confirm,13,0.0
36309,8548776,control,496611422_96364122655,long_tenure,258.0,86.5,F,0.0,True,0,8,start,start,8,0.0
36311,8549073,test,464530889_40493926485,short_tenure,70.0,25.0,U,,True,1,8,start,confirm,8,0.0
36312,8549146,control,310748515_31145685234,short_tenure,88.0,29.0,U,,True,1,8,start,confirm,8,0.0
36313,8549364,control,644907472_51383917892,long_tenure,164.0,28.5,F,0.0,True,1,11,start,confirm,11,0.0
36322,8550819,test,471613805_81829259868,long_tenure,141.0,50.5,U,,True,1,8,start,confirm,8,0.0
36323,8550982,control,478197528_86995207775,short_tenure,71.0,61.5,U,,True,1,7,start,confirm,7,0.0
36325,8551376,test,342605387_65300571906,long_tenure,297.0,60.5,M,1.0,True,1,13,start,confirm,13,0.0
36329,8552493,test,236448684_13927816937,short_tenure,101.0,22.5,U,,True,1,7,start,confirm,7,0.0
36330,8553099,control,215938215_97591599369,long_tenure,145.0,58.0,F,0.0,True,1,27,start,confirm,27,0.0
36331,8553219,test,199827317_87402801342,short_tenure,122.0,32.5,F,0.0,True,1,7,start,confirm,7,0.0
36333,8553638,test,235782101_32785621899,long_tenure,144.0,72.5,M,1.0,True,1,21,start,confirm,21,0.0
36335,8554018,test,878279610_91119414518,short_tenure,106.0,45.0,M,1.0,True,0,4,start,start,4,0.0
36337,8554571,test,642170008_10203477407,short_tenure,87.0,52.5,U,,True,1,12,start,confirm,12,0.0
36339,8555070,control,704492177_79587839455,long_tenure,151.0,25.0,F,0.0,True,0,6,start,step_3,6,0.0
36341,8555631,control,738040717_53497440994,long_tenure,298.0,62.5,F,0.0,True,0,25,start,step_1,25,0.0
36345,8556063,control,667137948_87447652759,short_tenure,98.0,36.0,U,,True,0,7,start,step_1,7,0.0
36348,8556801,control,137561368_85283671047,short_tenure,131.0,31.5,F,0.0,True,0,6,start,start,6,0.0
36360,8559431,test,13033446_90589674367,long_tenure,189.0,50.0,M,1.0,True,0,5,start,start,5,0.0
36361,8559593,test,940300448_62759567940,short_tenure,95.0,21.5,U,,True,1,13,start,confirm,13,0.0
36364,8560277,test,922300009_60412565718,long_tenure,230.0,47.0,F,0.0,True,0,4,start,start,4,0.0
36365,8560404,test,88614177_50056394686,short_tenure,48.0,57.5,M,1.0,True,1,8,start,confirm,8,0.0
36366,8560542,test,555715740_39064511855,short_tenure,58.0,20.0,U,,True,0,4,start,start,4,0.0
36370,8562013,control,909652561_38997471804,long_tenure,177.0,49.0,M,1.0,True,0,15,start,start,15,0.0
36371,8562053,test,992724908_95483444678,short_tenure,65.0,56.5,U,,True,1,11,start,confirm,11,0.0
36373,8562324,test,895298421_48373420421,short_tenure,77.0,58.5,U,,True,1,12,start,confirm,12,0.0
36376,8562779,control,156190935_12009266677,long_tenure,169.0,35.5,M,1.0,True,0,7,start,step_1,7,0.0
36378,8563377,test,205099045_20578346364,long_tenure,328.0,22.0,F,0.0,True,0,6,start,step_3,6,0.0
36380,8564445,control,861047804_61929890501,long_tenure,335.0,68.0,U,,True,1,13,start,confirm,13,0.0
36381,8564593,test,802006422_5373323499,long_tenure,190.0,85.5,F,0.0,True,1,16,start,confirm,16,0.0
36384,8565062,control,10909596_70888071812,short_tenure,69.0,20.5,U,,True,1,9,start,confirm,9,0.0
36385,8565313,test,320357709_3457969547,long_tenure,315.0,83.0,F,0.0,True,0,5,start,start,5,0.0
36386,8565387,test,260393414_77084479965,long_tenure,293.0,48.5,M,1.0,True,1,8,start,confirm,8,0.0
36392,8566060,control,688111436_52276273431,long_tenure,255.0,58.5,U,,True,0,12,start,start,12,0.0
36395,8567356,test,475546568_75319935493,long_tenure,299.0,68.0,F,0.0,True,0,8,start,start,8,0.0
36398,8568603,control,583439382_46173212642,long_tenure,328.0,53.0,M,1.0,True,0,5,start,start,5,0.0
36403,8571229,control,467324025_69664405444,short_tenure,64.0,66.0,U,,True,0,7,start,step_1,7,0.0
36406,8571857,test,556768155_94799052862,short_tenure,65.0,27.5,U,,True,1,7,start,confirm,7,0.0
36409,8572550,test,908083835_21355363404,long_tenure,192.0,55.5,F,0.0,True,1,11,start,confirm,11,0.0
36418,8575424,test,811793765_55100909555,long_tenure,158.0,51.5,F,0.0,True,1,13,start,confirm,13,0.0
36419,8575501,test,393601014_19388035494,long_tenure,258.0,38.0,F,0.0,True,0,8,start,start,8,0.0
36420,8575616,control,893065384_47804831391,short_tenure,69.0,60.5,F,0.0,True,1,9,start,confirm,9,0.0
36421,8575724,control,191671889_17260387192,short_tenure,83.0,50.0,F,0.0,True,1,7,start,confirm,7,0.0
36423,8576259,control,323555919_98036565918,short_tenure,72.0,56.5,U,,True,0,7,start,start,7,0.0
36424,8576384,test,382223076_12406431932,short_tenure,119.0,58.5,F,0.0,True,1,13,start,confirm,13,0.0
36428,8577522,control,193827126_29856877426,long_tenure,170.0,45.0,M,1.0,True,0,6,start,step_1,6,0.0
36430,8577690,control,704251999_49469458420,short_tenure,124.0,51.5,U,,True,1,7,start,confirm,7,1.0
36432,8578147,test,454612315_42674370441,long_tenure,167.0,49.5,F,0.0,True,1,9,start,confirm,9,1.0
36433,8578196,test,415516815_16616476994,short_tenure,83.0,38.5,U,,True,1,8,start,confirm,8,0.0
36434,8578518,test,474436004_92145415388,short_tenure,62.0,45.0,U,,True,0,23,start,start,23,0.0
36435,8578882,test,273658134_95507756534,long_tenure,161.0,45.0,F,0.0,True,0,8,start,step_3,8,0.0
36440,8580426,test,476758171_55006814267,long_tenure,142.0,67.5,M,1.0,True,1,11,start,confirm,11,0.0
36444,8582610,test,658495603_64684667952,long_tenure,311.0,46.0,F,0.0,True,0,5,start,start,5,0.0
36447,8583667,test,314664986_44517608024,short_tenure,62.0,46.0,U,,True,0,5,start,start,5,0.0
36449,8584566,control,585308744_13109809676,short_tenure,83.0,39.5,U,,True,1,14,start,confirm,14,0.0
36452,8585300,test,734303769_61684116902,long_tenure,257.0,73.0,F,0.0,True,0,10,start,start,10,0.0
36453,8585568,test,611831837_10227035565,short_tenure,64.0,53.5,F,0.0,True,1,12,start,confirm,12,0.0
36455,8585773,test,196953249_62319014328,short_tenure,70.0,27.0,U,,True,0,5,start,start,5,0.0
36456,8586053,test,307212566_91552275305,long_tenure,146.0,67.5,F,0.0,True,1,12,start,confirm,12,0.0
36457,8586150,test,920744602_3801690823,long_tenure,348.0,25.0,M,1.0,True,0,17,start,start,17,0.0
36458,8586358,test,205302345_71043571826,short_tenure,80.0,42.5,U,,True,1,7,start,confirm,7,0.0
36459,8586486,test,174752544_16301922624,long_tenure,154.0,48.0,M,1.0,True,0,6,start,step_1,6,0.0
36460,8587126,test,872753241_8435910327,long_tenure,285.0,26.5,F,0.0,True,1,7,start,confirm,7,0.0
36462,8587544,test,885222861_95490052545,long_tenure,195.0,47.0,F,0.0,True,0,10,start,step_3,10,0.0
36466,8588068,control,746498565_68133272404,short_tenure,97.0,25.5,U,,True,1,15,start,confirm,15,0.0
36468,8588731,test,976767101_63435474873,long_tenure,157.0,33.5,F,0.0,True,0,7,start,step_3,7,0.0
36469,8588895,test,722387544_68176083483,long_tenure,162.0,41.0,F,0.0,True,0,5,start,start,5,0.0
36470,8588958,test,780268058_25984373072,short_tenure,67.0,23.5,U,,True,1,9,start,confirm,9,0.0
36471,8589900,control,14817714_9558229093,long_tenure,241.0,46.5,F,0.0,True,0,9,start,start,9,0.0
36472,8591099,test,315964375_31456342933,long_tenure,348.0,65.0,M,1.0,True,0,8,start,start,8,0.0
36473,8591740,control,702854859_76115952274,long_tenure,241.0,64.5,F,0.0,True,0,9,start,step_1,9,0.0
36474,8592056,test,35941269_16699027753,short_tenure,67.0,67.0,U,,True,0,6,start,start,6,0.0
36475,8592146,control,297105732_52795768276,long_tenure,271.0,26.5,M,1.0,True,1,8,start,confirm,8,0.0
36478,8593784,control,60011978_28908645964,long_tenure,189.0,45.5,F,0.0,True,1,10,start,confirm,10,0.0
36479,8593795,control,145627169_95339666544,short_tenure,55.0,22.0,U,,True,1,8,start,confirm,8,0.0
36480,8593839,control,353783158_58990278927,long_tenure,241.0,74.0,M,1.0,True,1,9,start,confirm,9,0.0
36483,8595230,control,216635777_50628543855,short_tenure,84.0,29.0,U,,True,0,5,start,step_1,5,0.0
36484,8595702,control,770193342_24499243323,short_tenure,82.0,53.0,U,,True,0,7,start,start,7,0.0
36487,8596419,test,718031583_51946262528,long_tenure,172.0,23.0,F,0.0,True,0,6,start,start,6,0.0
36489,8596886,test,496045742_60333796114,long_tenure,236.0,51.0,M,1.0,True,0,14,start,start,14,0.0
36490,8597482,test,1008622_86639095238,short_tenure,72.0,37.5,U,,True,1,8,start,confirm,8,0.0
36491,8597626,test,450473417_98783093292,long_tenure,254.0,42.0,M,1.0,True,1,7,start,confirm,7,0.0
36496,8598364,test,650921800_74575909005,long_tenure,263.0,21.5,U,,True,1,9,start,confirm,9,0.0
36497,8598372,test,787259035_67280314091,long_tenure,160.0,45.0,F,0.0,True,0,9,start,step_2,9,0.0
36498,8599053,test,361698127_53777164077,long_tenure,222.0,46.0,M,1.0,True,0,13,start,start,13,0.0
36500,8599167,test,903798010_44593925184,long_tenure,154.0,43.0,M,1.0,True,0,3,start,start,3,0.0
36501,8599504,test,501438071_42055348385,long_tenure,154.0,33.0,U,,True,0,4,start,start,4,0.0
36504,8600174,test,501949562_87781885270,long_tenure,193.0,71.0,M,1.0,True,0,5,start,start,5,0.0
36509,8600953,test,282225703_43090865613,long_tenure,164.0,36.0,F,0.0,True,1,8,start,confirm,8,0.0
36511,8601616,test,498591449_45087058614,long_tenure,409.0,61.5,U,,True,1,12,start,confirm,12,0.0
36513,8602065,test,804992023_6754578679,short_tenure,84.0,69.5,U,,True,1,19,start,confirm,19,0.0
36515,8602447,control,445232553_73479380757,long_tenure,264.0,46.5,F,0.0,True,0,8,start,start,8,0.0
36519,8603287,test,696656173_46164745128,short_tenure,98.0,53.5,U,,True,1,11,start,confirm,11,0.0
36525,8604495,test,321307243_58437113841,long_tenure,141.0,62.0,M,1.0,True,1,15,start,confirm,15,0.0
36528,8605014,control,74975408_65792981982,long_tenure,152.0,32.0,F,0.0,True,0,5,start,step_2,5,0.0
36530,8605475,control,300292189_61441522022,short_tenure,71.0,25.0,U,,True,1,16,start,confirm,16,0.0
36531,8605485,test,575682647_5022451070,long_tenure,196.0,30.0,F,0.0,True,0,7,start,step_1,7,0.0
36535,8606955,test,265088531_74790587641,short_tenure,68.0,26.0,U,,True,0,9,start,step_2,9,0.0
36536,8607353,test,154073795_88746326294,short_tenure,78.0,61.0,U,,True,0,6,start,step_3,6,0.0
36537,8607441,test,795110320_19971636379,long_tenure,186.0,52.0,F,0.0,True,1,7,start,confirm,7,0.0
36538,8607446,test,154615379_88531690006,short_tenure,123.0,64.0,F,0.0,True,1,13,start,confirm,13,0.0
36539,8607482,test,706662094_86668009371,short_tenure,55.0,56.0,U,,True,0,12,start,start,12,0.0
36542,8608150,test,998768660_80994864156,short_tenure,122.0,55.5,M,1.0,True,1,11,start,confirm,11,0.0
36547,8609111,control,761848977_97451240412,short_tenure,81.0,43.5,U,,True,1,12,start,confirm,12,0.0
36548,8609229,test,410940193_18325807204,long_tenure,155.0,52.5,F,0.0,True,1,15,start,confirm,15,0.0
36549,8609253,test,184327418_70874702670,long_tenure,318.0,51.5,F,0.0,True,1,11,start,confirm,11,0.0
36552,8609870,control,380480110_11920505876,long_tenure,194.0,49.5,M,1.0,True,1,11,start,confirm,11,0.0
36555,8610535,test,275402979_10336897986,short_tenure,107.0,35.0,U,,True,0,5,start,start,5,1.0
36556,8610750,control,72335909_64279510393,long_tenure,211.0,66.0,M,1.0,True,1,8,step_3,confirm,8,0.0
36561,8611797,control,711014164_80466214353,short_tenure,,,,,True,1,10,start,confirm,10,0.0
36562,8612096,test,748847921_80248755206,short_tenure,73.0,44.0,U,,True,1,7,start,confirm,7,0.0
36563,8612311,test,187387468_85115616461,long_tenure,420.0,54.0,M,1.0,True,0,13,start,start,13,0.0
36565,8612359,test,907278941_73823898816,long_tenure,178.0,35.0,F,0.0,True,0,7,start,start,7,0.0
36569,8612909,test,687133378_73885359364,long_tenure,254.0,31.0,F,0.0,True,0,12,start,step_3,12,0.0
36570,8613152,test,839681000_20061148093,long_tenure,434.0,48.5,M,1.0,True,1,9,start,confirm,9,0.0
36574,8613889,test,400987887_36420986350,short_tenure,95.0,47.0,U,,True,0,5,start,start,5,0.0
36575,8614862,control,688435605_83194658016,short_tenure,59.0,56.5,U,,True,1,7,start,confirm,7,0.0
36576,8614928,test,600700627_24699949727,long_tenure,142.0,61.5,F,0.0,True,1,7,start,confirm,7,0.0
36578,8615085,test,127046078_27907707851,short_tenure,136.0,45.0,F,0.0,True,1,7,start,confirm,7,0.0
36579,8615479,test,167372854_65139523221,long_tenure,178.0,58.5,F,0.0,True,1,7,start,confirm,7,0.0
36587,8617321,control,307109662_5502084184,short_tenure,83.0,68.5,U,,True,0,13,start,step_1,13,0.0
36588,8617682,test,130074422_30783493722,long_tenure,284.0,62.0,M,1.0,True,0,3,start,start,3,0.0
36594,8619982,control,855986804_81822515286,short_tenure,58.0,29.5,U,,True,0,7,start,step_1,7,0.0
36596,8620221,control,618920495_71029834002,long_tenure,365.0,71.0,F,0.0,True,0,6,start,step_1,6,0.0
36597,8620282,test,785573437_27052123593,short_tenure,132.0,49.0,M,1.0,True,0,4,start,start,4,0.0
36598,8620393,test,163564920_69519610794,short_tenure,74.0,49.5,F,0.0,True,1,6,start,confirm,6,0.0
36599,8620971,test,217009732_30328377270,long_tenure,166.0,31.5,F,0.0,True,1,10,start,confirm,10,0.0
36600,8621319,test,638719007_21232394795,short_tenure,118.0,23.5,F,0.0,True,1,7,start,confirm,7,0.0
36601,8621740,control,230769538_15492168948,short_tenure,60.0,35.5,F,0.0,True,0,7,start,step_1,7,0.0
36606,8622625,test,233536751_67419115472,long_tenure,140.0,39.0,M,1.0,True,1,8,start,confirm,8,0.0
36607,8622758,test,93799220_12264956648,long_tenure,190.0,52.0,F,0.0,True,0,4,start,step_1,4,0.0
36608,8623696,control,257771480_77190022202,short_tenure,69.0,26.0,U,,True,1,12,start,confirm,12,0.0
36610,8623810,control,575166827_82052474088,short_tenure,74.0,24.0,U,,True,1,22,start,confirm,22,0.0
36611,8623986,control,417396280_34433949034,long_tenure,257.0,49.0,F,0.0,True,0,11,start,step_3,11,0.0
36612,8624201,test,679761807_86199293953,long_tenure,189.0,57.0,M,1.0,True,0,5,start,start,5,0.0
36613,8624953,control,279949668_50259914953,short_tenure,95.0,37.5,U,,True,0,16,start,start,16,0.0
36614,8624993,test,508766875_90735328244,long_tenure,356.0,64.0,F,0.0,True,0,7,start,step_3,7,0.0
36616,8625701,test,406423011_39747450154,short_tenure,69.0,20.0,U,,True,0,17,start,step_2,17,0.0
36618,8626474,test,96089498_16066779499,short_tenure,59.0,31.5,M,1.0,True,1,7,start,confirm,7,0.0
36619,8626837,control,225274125_90268348686,short_tenure,59.0,44.5,M,1.0,True,0,8,start,start,8,0.0
36620,8627381,control,732445041_55422168020,long_tenure,267.0,63.5,M,1.0,True,1,8,start,confirm,8,0.0
36621,8627433,test,45753796_69220743462,short_tenure,60.0,23.5,U,,True,1,9,start,confirm,9,0.0
36622,8627479,test,150824583_57850566766,long_tenure,288.0,58.5,M,1.0,True,0,8,start,start,8,0.0
36623,8627548,control,559530496_17789484703,short_tenure,59.0,51.5,U,,True,1,7,start,confirm,7,0.0
36626,8627900,test,579597162_18966137412,long_tenure,178.0,71.5,M,1.0,True,1,9,start,confirm,9,0.0
36630,8629202,control,695963283_41591856955,short_tenure,65.0,24.0,U,,True,1,7,start,confirm,7,0.0
36633,8629780,test,38332947_38744204025,long_tenure,361.0,60.0,F,0.0,True,0,4,start,start,4,0.0
36634,8629781,control,154030333_10852600273,short_tenure,108.0,41.5,F,0.0,True,0,8,start,start,8,0.0
36641,8631696,test,429350107_31978453627,short_tenure,137.0,46.5,M,1.0,True,1,9,start,confirm,9,0.0
36642,8631773,control,552588286_20122507391,short_tenure,127.0,66.5,M,1.0,True,1,13,start,confirm,13,0.0
36645,8632535,test,934035161_2597437424,long_tenure,145.0,38.0,M,1.0,True,0,5,start,start,5,0.0
36647,8632914,control,183451287_92212476829,short_tenure,90.0,66.5,U,,True,1,11,start,confirm,11,0.0
36648,8632972,test,822946584_9304712821,short_tenure,57.0,23.0,U,,True,1,8,start,confirm,8,0.0
36649,8633436,test,644037462_9433918153,short_tenure,84.0,23.5,U,,True,1,14,start,confirm,14,0.0
36652,8634059,test,656647337_89450946156,short_tenure,74.0,62.0,U,,True,0,3,start,start,3,0.0
36653,8634098,control,630123631_35884074504,long_tenure,190.0,51.0,M,1.0,True,0,7,start,start,7,0.0
36654,8634430,test,484380921_75189964574,long_tenure,142.0,24.0,F,0.0,True,0,3,start,start,3,0.0
36656,8635180,test,370741006_21163289721,long_tenure,362.0,58.5,U,,True,1,7,start,confirm,7,0.0
36661,8635937,test,510600123_74960051498,long_tenure,197.0,31.5,M,1.0,True,0,7,start,step_1,7,0.0
36664,8637095,test,276833088_25321820941,long_tenure,186.0,30.5,M,1.0,True,1,13,start,confirm,13,0.0
36665,8637757,test,272164200_51802668026,short_tenure,79.0,37.5,U,,True,1,13,start,confirm,13,0.0
36667,8637820,test,618553325_55345117788,long_tenure,261.0,61.0,F,0.0,True,0,8,start,start,8,0.0
36669,8638273,control,786933944_79819441421,long_tenure,173.0,63.0,M,1.0,True,1,18,start,confirm,18,0.0
36672,8638777,control,706534249_52671551435,long_tenure,198.0,44.0,F,0.0,True,0,5,start,start,5,0.0
36680,8639638,test,942072537_62635000064,long_tenure,256.0,63.0,F,0.0,True,1,7,start,confirm,7,0.0
36681,8640165,test,316757141_70564574551,long_tenure,253.0,42.5,M,1.0,True,1,10,start,confirm,10,0.0
36685,8641637,control,163213414_10842768897,long_tenure,158.0,28.0,F,0.0,True,0,6,start,step_2,6,0.0
36690,8642464,test,767079127_38986868624,long_tenure,141.0,40.0,M,1.0,True,0,4,start,start,4,0.0
36691,8642933,test,621244269_31436150937,long_tenure,263.0,56.5,M,1.0,True,1,8,start,confirm,8,0.0
36692,8643140,test,1864018_75942147238,long_tenure,189.0,77.0,F,0.0,True,1,19,start,confirm,19,0.0
36693,8643228,test,423420767_26304515516,short_tenure,112.0,52.0,F,0.0,True,0,5,start,start,5,0.0
36695,8643860,test,353901993_6887199049,short_tenure,118.0,68.0,F,0.0,True,0,12,start,step_1,12,0.0
36696,8643954,control,270634484_40592909141,long_tenure,141.0,67.0,M,1.0,True,0,4,start,start,4,0.0
36697,8644236,test,977487701_95122273751,long_tenure,171.0,58.5,F,0.0,True,1,13,start,confirm,13,0.0
36699,8644587,test,100305976_41869444020,long_tenure,159.0,59.0,F,0.0,True,0,10,start,start,10,0.0
36701,8644721,test,793118309_40368636271,short_tenure,69.0,26.0,U,,True,1,8,start,confirm,8,0.0
36704,8645802,test,212855855_11162774475,short_tenure,93.0,67.5,U,,True,1,7,start,confirm,7,0.0
36705,8646213,test,315253083_88985640451,long_tenure,169.0,58.0,M,1.0,True,1,10,start,confirm,10,0.0
36707,8646291,test,581689082_58634306405,short_tenure,98.0,51.0,F,0.0,True,0,5,start,start,5,0.0
36708,8646319,test,294504762_29552412796,short_tenure,108.0,53.0,F,0.0,True,0,9,start,start,9,0.0
36709,8646648,test,543314132_52397303883,long_tenure,288.0,61.0,F,0.0,True,1,12,start,confirm,12,0.0
36711,8646938,control,473456768_94360826682,short_tenure,124.0,58.5,F,0.0,True,1,9,start,confirm,9,0.0
36714,8647458,test,710969394_76905776897,short_tenure,74.0,33.0,U,,True,1,8,start,confirm,8,0.0
36717,8648261,control,353301786_16804569227,short_tenure,66.0,23.5,U,,True,0,7,start,step_1,7,0.0
36719,8648996,test,659573270_64411546859,long_tenure,333.0,60.0,F,0.0,True,0,5,start,start,5,0.0
36720,8649159,test,361624628_56982210556,short_tenure,65.0,47.0,M,1.0,True,0,5,start,start,5,0.0
36721,8649939,test,972466661_70160655111,long_tenure,276.0,27.5,M,1.0,True,1,7,start,confirm,7,0.0
36726,8651238,test,342514376_96042750744,short_tenure,58.0,55.5,U,,True,1,3,step_3,confirm,3,0.0
36732,8652290,test,843660519_63224648433,long_tenure,156.0,38.0,M,1.0,True,0,5,start,step_2,5,0.0
36735,8652675,control,390177771_39292585180,long_tenure,238.0,51.0,M,1.0,True,1,18,start,confirm,18,0.0
36739,8653551,control,148003419_74315750084,short_tenure,105.0,36.0,F,0.0,True,1,10,start,confirm,10,0.0
36740,8653648,control,758049130_14373165356,short_tenure,113.0,24.5,F,0.0,True,1,7,start,confirm,7,0.0
36744,8655291,control,590301440_5101918517,short_tenure,111.0,77.0,F,0.0,True,0,6,start,start,6,0.0
36745,8655499,control,139511097_71703331320,short_tenure,58.0,49.5,U,,True,1,9,start,confirm,9,0.0
36748,8656223,test,603750900_80006588535,long_tenure,202.0,60.5,M,1.0,True,1,9,start,confirm,9,0.0
36749,8656278,test,875409426_68603873758,long_tenure,155.0,48.5,M,1.0,True,1,9,start,confirm,9,0.0
36757,8657713,test,740094814_68833118723,short_tenure,90.0,32.5,U,,True,1,7,start,confirm,7,0.0
36760,8658861,control,374151544_84559168790,long_tenure,161.0,63.5,M,1.0,True,1,9,start,confirm,9,0.0
36763,8659835,test,900250094_71009724491,short_tenure,96.0,28.0,U,,True,0,4,start,step_1,4,0.0
36766,8660336,test,117442415_96261086575,long_tenure,146.0,29.0,F,0.0,True,1,10,start,confirm,10,0.0
36768,8661139,control,981713290_97152621274,long_tenure,141.0,61.0,F,0.0,True,0,8,start,step_3,8,0.0
36769,8662051,test,171598911_16056640847,short_tenure,95.0,39.5,U,,True,1,11,start,confirm,11,0.0
36770,8662232,control,928964318_45816780266,short_tenure,116.0,44.5,M,1.0,True,1,15,start,confirm,15,0.0
36771,8662870,test,82641183_78894468612,long_tenure,148.0,54.5,M,1.0,True,1,7,start,confirm,7,0.0
36773,8663315,control,224441110_6929122329,short_tenure,109.0,33.0,M,1.0,True,1,10,start,confirm,10,0.0
36777,8664229,control,86270002_85134132032,long_tenure,248.0,70.0,M,1.0,True,0,7,start,start,7,0.0
36778,8664232,test,97016037_20377636249,short_tenure,71.0,33.5,U,,True,1,10,start,confirm,10,0.0
36780,8664644,test,164157333_84014680523,short_tenure,117.0,54.0,F,0.0,True,0,9,start,start,9,0.0
36781,8664694,test,609419534_29695868470,short_tenure,98.0,57.0,M,1.0,True,0,12,start,step_2,12,0.0
36782,8665118,test,989988544_50023577568,long_tenure,258.0,24.0,M,1.0,True,0,5,start,step_1,5,0.0
36784,8665449,test,310981367_27517746890,long_tenure,190.0,47.0,M,1.0,True,0,4,start,start,4,0.0
36785,8665851,test,498343470_89256286314,long_tenure,165.0,66.0,F,0.0,True,0,7,start,start,7,0.0
